mKate,EBFP2,gRNA,uORF,EYFP,cellCount
3349.6544,23713.7371,16,2,723931.63,284
3349.6544,237137.3706,16,2,4184298.927,61
3349.6544,4216.965,16,2,170940.9464,237
3349.6544,42169.6503,16,2,1206719.557,211
3349.6544,421696.5034,16,2,10371926.03,41
3349.6544,749.8942,16,2,197712.8499,30
3349.6544,7498.9421,16,2,260646.3912,385
3349.6544,74989.4209,16,2,1759124.608,171
37583.7404,13335.2143,16,2,180407.0379,240
37583.7404,133352.1432,16,2,5126299.602,261
37583.7404,1333521.432,16,2,28992111.61,214
37583.7404,23713.7371,16,2,229840.2708,385
37583.7404,237137.3706,16,2,9731287.952,294
37583.7404,2371373.706,16,2,18547267.18,178
37583.7404,4216.965,16,2,231178.7267,43
37583.7404,42169.6503,16,2,386425.728,337
37583.7404,421696.5034,16,2,15664509.45,321
37583.7404,4216965.034,16,2,19639937.06,65
37583.7404,7498.9421,16,2,238605.0663,114
37583.7404,74989.4209,16,2,1310758.345,268
37583.7404,749894.2093,16,2,28314370.59,299
421696.5034,133352.1432,16,2,5271234.666,216
421696.5034,237137.3706,16,2,8648862.186,198
421696.5034,42169.6503,16,2,3628394.703,22
421696.5034,421696.5034,16,2,11821269.18,94
421696.5034,74989.4209,16,2,3969455.548,127
421696.5034,749894.2093,16,2,23159193.99,22
4731.5126,1333.5214,16,2,211781.0333,42
4731.5126,13335.2143,16,2,407257.0415,263
4731.5126,133352.1432,16,2,2164046.95,113
4731.5126,1333521.432,16,2,24254072.05,21
4731.5126,2371.3737,16,2,198071.8012,93
4731.5126,23713.7371,16,2,675325.1527,266
4731.5126,237137.3706,16,2,3400380.336,84
4731.5126,4216.965,16,2,235592.6189,207
4731.5126,42169.6503,16,2,1346931.173,226
4731.5126,421696.5034,16,2,12086623.29,60
4731.5126,7498.9421,16,2,249510.8198,283
4731.5126,74989.4209,16,2,2337702.352,168
4731.5126,749894.2093,16,2,18203622.82,47
53088.4444,13335.2143,16,2,234026.922,210
53088.4444,133352.1432,16,2,3720823.447,291
53088.4444,1333521.432,16,2,33144540.22,213
53088.4444,23713.7371,16,2,307935.0412,415
53088.4444,237137.3706,16,2,10568644.3,367
53088.4444,2371373.706,16,2,28261366.12,190
53088.4444,4216.965,16,2,142495.9136,30
53088.4444,42169.6503,16,2,378442.7867,486
53088.4444,421696.5034,16,2,19952392.21,398
53088.4444,4216965.034,16,2,21043495.52,98
53088.4444,7498.9421,16,2,165599.5905,69
53088.4444,74989.4209,16,2,1005465.54,333
53088.4444,749894.2093,16,2,30734665.4,347
595662.1435,133352.1432,16,2,8689900.847,72
595662.1435,237137.3706,16,2,10871466.62,85
595662.1435,421696.5034,16,2,13032045.98,39
595662.1435,74989.4209,16,2,5811538.774,37
6683.4392,1333.5214,16,2,211199.9102,39
6683.4392,13335.2143,16,2,290727.1161,228
6683.4392,133352.1432,16,2,2666085.606,141
6683.4392,1333521.432,16,2,18303235.24,37
6683.4392,2371.3737,16,2,172058.4857,79
6683.4392,23713.7371,16,2,632085.5585,276
6683.4392,237137.3706,16,2,2601100.09,134
6683.4392,4216.965,16,2,232334.8445,143
6683.4392,42169.6503,16,2,1353782.983,227
6683.4392,421696.5034,16,2,6788846.104,96
6683.4392,7498.9421,16,2,249303.7733,260
6683.4392,74989.4209,16,2,1843503.729,180
6683.4392,749894.2093,16,2,11208471.45,90
74989.4209,13335.2143,16,2,337861.0074,160
74989.4209,133352.1432,16,2,3995721.789,380
74989.4209,1333521.432,16,2,43598566.13,243
74989.4209,23713.7371,16,2,364645.4872,422
74989.4209,237137.3706,16,2,10466100.44,380
74989.4209,2371373.706,16,2,26434867.83,174
74989.4209,42169.6503,16,2,530089.5587,607
74989.4209,421696.5034,16,2,23231757.24,412
74989.4209,4216965.034,16,2,18272528.67,87
74989.4209,7498.9421,16,2,385834.7157,54
74989.4209,74989.4209,16,2,1018312.876,479
74989.4209,749894.2093,16,2,41077022.72,342
841395.1416,237137.3706,16,2,10480495.19,24
9440.6088,1333.5214,16,2,169261.3177,35
9440.6088,13335.2143,16,2,296563.0461,275
9440.6088,133352.1432,16,2,3249110.71,159
9440.6088,1333521.432,16,2,16229210.04,50
9440.6088,2371.3737,16,2,190466.8894,80
9440.6088,23713.7371,16,2,537969.7035,256
9440.6088,237137.3706,16,2,3686776.069,163
9440.6088,2371373.706,16,2,37369030.18,21
9440.6088,4216.965,16,2,195446.59,114
9440.6088,42169.6503,16,2,1369387.411,227
9440.6088,421696.5034,16,2,7889678.456,138
9440.6088,7498.9421,16,2,171212.9426,210
9440.6088,74989.4209,16,2,2665170.671,181
9440.6088,749894.2093,16,2,10111288.26,127
105925.3725,13335.2143,2,1,1385591.605,42
105925.3725,133352.1432,2,1,9678558.194,269
105925.3725,1333521.432,2,1,56011540.46,110
105925.3725,23713.7371,2,1,2036044.487,66
105925.3725,237137.3706,2,1,24487283.02,210
105925.3725,2371373.706,2,1,64593471.41,66
105925.3725,42169.6503,2,1,3173753.644,215
105925.3725,421696.5034,2,1,44480822.2,149
105925.3725,4216965.034,2,1,34426064.94,28
105925.3725,74989.4209,2,1,5587711.47,255
105925.3725,749894.2093,2,1,48650742.03,104
1188.5022,1333.5214,2,1,159139.5436,358
1188.5022,13335.2143,2,1,466012.0122,255
1188.5022,237.1374,2,1,100400.0418,45
1188.5022,2371.3737,2,1,172772.882,674
1188.5022,23713.7371,2,1,1339176.535,128
1188.5022,421.6965,2,1,171404.983,157
1188.5022,4216.965,2,1,190158.983,824
1188.5022,42169.6503,2,1,1709148.086,64
1188.5022,749.8942,2,1,184112.0379,155
1188.5022,7498.9421,2,1,219771.8165,719
1188.5022,74989.4209,2,1,1809787.067,40
13335.2143,13335.2143,2,1,426282.0241,300
13335.2143,133352.1432,2,1,4832469.717,245
13335.2143,2371.3737,2,1,324686.9802,40
13335.2143,23713.7371,2,1,828374.9642,319
13335.2143,237137.3706,2,1,5918204.59,207
13335.2143,4216.965,2,1,319860.0688,79
13335.2143,42169.6503,2,1,1661613.921,322
13335.2143,421696.5034,2,1,8057554.919,164
13335.2143,7498.9421,2,1,322322.8524,190
13335.2143,74989.4209,2,1,3621612.158,267
13335.2143,749894.2093,2,1,11391580.18,64
149623.5656,133352.1432,2,1,11923649.08,215
149623.5656,1333521.432,2,1,56262020.59,53
149623.5656,23713.7371,2,1,4477811.29,56
149623.5656,237137.3706,2,1,22766463.44,134
149623.5656,2371373.706,2,1,83394392.39,59
149623.5656,42169.6503,2,1,4176486.551,86
149623.5656,421696.5034,2,1,34786382.26,72
149623.5656,4216965.034,2,1,83067802.26,31
149623.5656,74989.4209,2,1,7087280.493,154
149623.5656,749894.2093,2,1,51305990.29,47
1678.804,133.3521,2,1,214795.0109,61
1678.804,1333.5214,2,1,188273.5641,330
1678.804,13335.2143,2,1,538758.95,301
1678.804,133352.1432,2,1,2257662.874,37
1678.804,2371.3737,2,1,181655.3981,641
1678.804,23713.7371,2,1,824462.9376,178
1678.804,421.6965,2,1,157368.4331,156
1678.804,4216.965,2,1,189244.0103,980
1678.804,42169.6503,2,1,1140905.924,106
1678.804,749.8942,2,1,191135.7156,141
1678.804,7498.9421,2,1,233515.7732,826
1678.804,74989.4209,2,1,1889783.559,61
18836.4909,13335.2143,2,1,515965.5703,284
18836.4909,133352.1432,2,1,6266903.587,322
18836.4909,1333521.432,2,1,18988579.29,66
18836.4909,2371.3737,2,1,318744.2702,39
18836.4909,23713.7371,2,1,781805.8093,372
18836.4909,237137.3706,2,1,10086438.85,282
18836.4909,2371373.706,2,1,14040463.98,22
18836.4909,4216.965,2,1,311372.363,78
18836.4909,42169.6503,2,1,1426873.056,319
18836.4909,421696.5034,2,1,12757912.3,218
18836.4909,7498.9421,2,1,343076.5398,141
18836.4909,74989.4209,2,1,4497565.152,316
18836.4909,749894.2093,2,1,15306662.62,108
211348.904,133352.1432,2,1,13127502.67,125
211348.904,1333521.432,2,1,64538733.18,33
211348.904,237137.3706,2,1,22887441.91,87
211348.904,2371373.706,2,1,116939305.6,32
211348.904,42169.6503,2,1,7905107.587,42
211348.904,421696.5034,2,1,39867915.91,23
211348.904,74989.4209,2,1,9255345.969,69
211348.904,749894.2093,2,1,65810831.03,27
2371.3737,133.3521,2,1,194685.7571,44
2371.3737,1333.5214,2,1,179397.9535,234
2371.3737,13335.2143,2,1,389465.099,357
2371.3737,133352.1432,2,1,3207425.899,46
2371.3737,2371.3737,2,1,190034.9946,481
2371.3737,23713.7371,2,1,1128621.419,262
2371.3737,237137.3706,2,1,2637487.08,24
2371.3737,421.6965,2,1,179436.7454,90
2371.3737,4216.965,2,1,188407.9928,790
2371.3737,42169.6503,2,1,1281070.346,168
2371.3737,749.8942,2,1,208276.3433,102
2371.3737,7498.9421,2,1,236111.9108,900
2371.3737,74989.4209,2,1,1616564.396,77
26607.2506,13335.2143,2,1,496499.3151,262
26607.2506,133352.1432,2,1,6754187.741,304
26607.2506,1333521.432,2,1,14718696.48,93
26607.2506,23713.7371,2,1,641347.4958,364
26607.2506,237137.3706,2,1,12731152.65,322
26607.2506,2371373.706,2,1,24042440.02,44
26607.2506,4216.965,2,1,331631.5808,45
26607.2506,42169.6503,2,1,1528981.416,374
26607.2506,421696.5034,2,1,17864022.23,286
26607.2506,4216965.034,2,1,8886921.728,22
26607.2506,7498.9421,2,1,344819.6538,102
26607.2506,74989.4209,2,1,3941460.58,331
26607.2506,749894.2093,2,1,17673012.08,177
298538.2619,133352.1432,2,1,15489263.21,50
298538.2619,237137.3706,2,1,21544319.93,25
298538.2619,421696.5034,2,1,43579775.03,21
298538.2619,74989.4209,2,1,12933338.95,29
3349.6544,1333.5214,2,1,209459.3906,90
3349.6544,13335.2143,2,1,446995.906,426
3349.6544,133352.1432,2,1,2259636.067,80
3349.6544,2371.3737,2,1,222091.001,250
3349.6544,23713.7371,2,1,896790.4869,267
3349.6544,237137.3706,2,1,4596198.861,41
3349.6544,421.6965,2,1,179874.2573,41
3349.6544,4216.965,2,1,239632.6802,491
3349.6544,42169.6503,2,1,1641530.116,203
3349.6544,749.8942,2,1,200313.8716,49
3349.6544,7498.9421,2,1,271225.3003,661
3349.6544,74989.4209,2,1,2148948.618,120
37583.7404,13335.2143,2,1,589957.1147,188
37583.7404,133352.1432,2,1,7964651.517,338
37583.7404,1333521.432,2,1,18736011.44,108
37583.7404,23713.7371,2,1,784171.5619,365
37583.7404,237137.3706,2,1,17919177.64,352
37583.7404,2371373.706,2,1,26266283.31,87
37583.7404,4216.965,2,1,381078.2479,37
37583.7404,42169.6503,2,1,1327177.178,405
37583.7404,421696.5034,2,1,22943617.65,343
37583.7404,4216965.034,2,1,10209109.73,27
37583.7404,7498.9421,2,1,633172.3181,99
37583.7404,74989.4209,2,1,2854830.671,342
37583.7404,749894.2093,2,1,28913833.18,197
4731.5126,1333.5214,2,1,247511.9024,35
4731.5126,13335.2143,2,1,441361.0323,315
4731.5126,133352.1432,2,1,3070119.357,78
4731.5126,2371.3737,2,1,260349.5398,132
4731.5126,23713.7371,2,1,933883.2478,271
4731.5126,237137.3706,2,1,4711620.584,59
4731.5126,4216.965,2,1,294284.37,200
4731.5126,42169.6503,2,1,1811317.66,226
4731.5126,421696.5034,2,1,2106861.775,25
4731.5126,749.8942,2,1,386112.615,23
4731.5126,7498.9421,2,1,344488.5613,326
4731.5126,74989.4209,2,1,2515818.015,156
53088.4444,13335.2143,2,1,639785.8663,163
53088.4444,133352.1432,2,1,9664184.287,325
53088.4444,1333521.432,2,1,31359285.27,138
53088.4444,23713.7371,2,1,1139934.41,271
53088.4444,237137.3706,2,1,23498187.78,371
53088.4444,2371373.706,2,1,26413177.38,74
53088.4444,42169.6503,2,1,1609871.186,380
53088.4444,421696.5034,2,1,32486283.21,328
53088.4444,4216965.034,2,1,12855157.38,34
53088.4444,7498.9421,2,1,608851.596,51
53088.4444,74989.4209,2,1,3304631.781,382
53088.4444,749894.2093,2,1,34042210.23,220
6683.4392,1333.5214,2,1,181522.4329,32
6683.4392,13335.2143,2,1,567678.5706,276
6683.4392,133352.1432,2,1,3298989.163,151
6683.4392,2371.3737,2,1,271373.6641,51
6683.4392,23713.7371,2,1,961927.3532,261
6683.4392,237137.3706,2,1,3526200.522,98
6683.4392,4216.965,2,1,238050.2911,129
6683.4392,42169.6503,2,1,2150648.439,261
6683.4392,421696.5034,2,1,4403929.642,56
6683.4392,7498.9421,2,1,376380.7363,236
6683.4392,74989.4209,2,1,2589064.775,187
6683.4392,749894.2093,2,1,12907188.61,27
74989.4209,13335.2143,2,1,977649.4188,87
74989.4209,133352.1432,2,1,8885387.994,311
74989.4209,1333521.432,2,1,46570374.26,116
74989.4209,23713.7371,2,1,1171295.282,177
74989.4209,237137.3706,2,1,22884243.44,273
74989.4209,2371373.706,2,1,40451985.54,78
74989.4209,42169.6503,2,1,2000075.609,336
74989.4209,421696.5034,2,1,39689491.2,241
74989.4209,4216965.034,2,1,33664081.11,34
74989.4209,7498.9421,2,1,865342.5395,33
74989.4209,74989.4209,2,1,3885912.771,371
74989.4209,749894.2093,2,1,44019850.2,158
9440.6088,13335.2143,2,1,485159.2864,288
9440.6088,133352.1432,2,1,4426376.527,200
9440.6088,2371.3737,2,1,311814.849,55
9440.6088,23713.7371,2,1,731024.8275,300
9440.6088,237137.3706,2,1,6216871.933,140
9440.6088,4216.965,2,1,310144.3137,93
9440.6088,42169.6503,2,1,1651327.186,232
9440.6088,421696.5034,2,1,5412039.226,80
9440.6088,7498.9421,2,1,314181.7982,230
9440.6088,74989.4209,2,1,3347654.224,256
9440.6088,749894.2093,2,1,6764821.87,35
105925.3725,13335.2143,2,2,189192.3572,48
105925.3725,133352.1432,2,2,879446.6927,352
105925.3725,1333521.432,2,2,19678873.09,147
105925.3725,23713.7371,2,2,318875.8355,177
105925.3725,237137.3706,2,2,2100175.016,314
105925.3725,2371373.706,2,2,24743648.45,112
105925.3725,42169.6503,2,2,388098.5573,321
105925.3725,421696.5034,2,2,6431883.915,262
105925.3725,4216965.034,2,2,12007950.5,67
105925.3725,7498.9421,2,2,328715.2424,22
105925.3725,74989.4209,2,2,474458.6938,439
105925.3725,749894.2093,2,2,9460813.732,207
1188.5022,133.3521,2,2,352827.2468,21
1188.5022,1333.5214,2,2,169798.0481,286
1188.5022,13335.2143,2,2,242952.8076,193
1188.5022,133352.1432,2,2,1039616.512,25
1188.5022,237.1374,2,2,100507.2762,43
1188.5022,2371.3737,2,2,162711.3206,563
1188.5022,23713.7371,2,2,485407.9246,90
1188.5022,421.6965,2,2,195476.2446,124
1188.5022,4216.965,2,2,164788.2336,810
1188.5022,42169.6503,2,2,835857.5255,69
1188.5022,749.8942,2,2,158625.2391,148
1188.5022,7498.9421,2,2,198455.4091,590
1188.5022,74989.4209,2,2,652950.9624,61
13335.2143,13335.2143,2,2,173821.594,350
13335.2143,133352.1432,2,2,1718614.199,130
13335.2143,1333521.432,2,2,4699277.667,62
13335.2143,2371.3737,2,2,115892.9021,51
13335.2143,23713.7371,2,2,230038.2328,382
13335.2143,237137.3706,2,2,1407910.479,109
13335.2143,2371373.706,2,2,3294570.299,38
13335.2143,4216.965,2,2,155181.2928,125
13335.2143,42169.6503,2,2,394101.7446,235
13335.2143,421696.5034,2,2,1825182.593,116
13335.2143,7498.9421,2,2,182272.5346,231
13335.2143,74989.4209,2,2,884306.7137,174
13335.2143,749894.2093,2,2,2038691.979,102
149623.5656,13335.2143,2,2,440704.8157,27
149623.5656,133352.1432,2,2,1202257.075,394
149623.5656,1333521.432,2,2,18006998.59,87
149623.5656,23713.7371,2,2,471001.8289,79
149623.5656,237137.3706,2,2,3123921.337,293
149623.5656,2371373.706,2,2,20277135.73,74
149623.5656,42169.6503,2,2,438623.085,201
149623.5656,421696.5034,2,2,6103265.849,193
149623.5656,4216965.034,2,2,8726832.131,62
149623.5656,74989.4209,2,2,606986.3631,334
149623.5656,749894.2093,2,2,13216028.81,110
1678.804,133.3521,2,2,236962.317,57
1678.804,1333.5214,2,2,165823.436,285
1678.804,13335.2143,2,2,244881.9583,281
1678.804,133352.1432,2,2,755348.9026,37
1678.804,2371.3737,2,2,164040.9592,588
1678.804,23713.7371,2,2,394927.9202,125
1678.804,421.6965,2,2,180595.4616,126
1678.804,4216.965,2,2,173846.7737,903
1678.804,42169.6503,2,2,564678.3844,95
1678.804,749.8942,2,2,140264.9591,149
1678.804,7498.9421,2,2,198159.1812,759
1678.804,74989.4209,2,2,626335.9345,64
18836.4909,13335.2143,2,2,160030.9986,343
18836.4909,133352.1432,2,2,1443511.68,140
18836.4909,1333521.432,2,2,3812035.64,107
18836.4909,2371.3737,2,2,129248.7568,42
18836.4909,23713.7371,2,2,215767.6134,415
18836.4909,237137.3706,2,2,1334044.548,164
18836.4909,2371373.706,2,2,4252980.827,67
18836.4909,4216.965,2,2,148492.3444,67
18836.4909,42169.6503,2,2,225244.6798,308
18836.4909,421696.5034,2,2,2499704.395,151
18836.4909,7498.9421,2,2,168584.1182,201
18836.4909,74989.4209,2,2,742814.5107,204
18836.4909,749894.2093,2,2,3559892.489,146
211348.904,133352.1432,2,2,1577708.584,287
211348.904,1333521.432,2,2,17897307.06,30
211348.904,23713.7371,2,2,542180.8874,25
211348.904,237137.3706,2,2,2999865.559,289
211348.904,2371373.706,2,2,27951393.1,48
211348.904,42169.6503,2,2,889459.1505,105
211348.904,421696.5034,2,2,6320775.965,142
211348.904,4216965.034,2,2,18637777.04,39
211348.904,74989.4209,2,2,1118176.968,208
211348.904,749894.2093,2,2,13222476.86,57
2371.3737,133.3521,2,2,187375.0866,50
2371.3737,1333.5214,2,2,186301.5231,206
2371.3737,13335.2143,2,2,229656.2277,312
2371.3737,133352.1432,2,2,990972.8892,49
2371.3737,2371.3737,2,2,181911.6741,480
2371.3737,23713.7371,2,2,377489.7452,149
2371.3737,237137.3706,2,2,1311496.597,22
2371.3737,421.6965,2,2,157221.3958,100
2371.3737,4216.965,2,2,190599.3041,798
2371.3737,42169.6503,2,2,553381.5106,129
2371.3737,749.8942,2,2,146015.5673,84
2371.3737,7498.9421,2,2,201148.8191,770
2371.3737,74989.4209,2,2,650769.7975,84
26607.2506,13335.2143,2,2,176081.8515,289
26607.2506,133352.1432,2,2,1632051.705,186
26607.2506,1333521.432,2,2,7276577.607,138
26607.2506,2371.3737,2,2,148826.4461,23
26607.2506,23713.7371,2,2,204872.9705,439
26607.2506,237137.3706,2,2,2379265.396,202
26607.2506,2371373.706,2,2,5481672.102,111
26607.2506,4216.965,2,2,161014.7191,51
26607.2506,42169.6503,2,2,281291.2256,383
26607.2506,421696.5034,2,2,3217494.953,204
26607.2506,4216965.034,2,2,5742740.522,42
26607.2506,7498.9421,2,2,184758.7255,166
26607.2506,74989.4209,2,2,606926.6315,239
26607.2506,749894.2093,2,2,4152455.285,162
298538.2619,133352.1432,2,2,1830173.523,170
298538.2619,237137.3706,2,2,2961892.61,157
298538.2619,42169.6503,2,2,1396000.609,56
298538.2619,421696.5034,2,2,6329360.944,74
298538.2619,74989.4209,2,2,1711427.08,105
298538.2619,749894.2093,2,2,9876185.851,23
3349.6544,133.3521,2,2,162314.3479,24
3349.6544,1333.5214,2,2,191023.6423,114
3349.6544,13335.2143,2,2,271380.6791,354
3349.6544,133352.1432,2,2,931754.9369,71
3349.6544,2371.3737,2,2,180848.5221,243
3349.6544,23713.7371,2,2,335450.6181,217
3349.6544,237137.3706,2,2,1501167.558,42
3349.6544,421.6965,2,2,98304.2102,37
3349.6544,4216.965,2,2,193140.3134,492
3349.6544,42169.6503,2,2,642325.6945,137
3349.6544,749.8942,2,2,203541.9486,49
3349.6544,7498.9421,2,2,197883.4314,650
3349.6544,74989.4209,2,2,719297.8456,104
37583.7404,13335.2143,2,2,203585.1765,252
37583.7404,133352.1432,2,2,1175126.428,234
37583.7404,1333521.432,2,2,10114174.24,189
37583.7404,23713.7371,2,2,187159.7818,406
37583.7404,237137.3706,2,2,1725680.09,251
37583.7404,2371373.706,2,2,5903326.582,141
37583.7404,4216.965,2,2,158620.6723,38
37583.7404,42169.6503,2,2,219882.1894,458
37583.7404,421696.5034,2,2,3384849.88,219
37583.7404,4216965.034,2,2,4799570.56,73
37583.7404,7498.9421,2,2,152754.5238,88
37583.7404,74989.4209,2,2,451027.2503,340
37583.7404,749894.2093,2,2,5429690.485,212
421696.5034,133352.1432,2,2,2912755.945,79
421696.5034,237137.3706,2,2,3604823.097,75
421696.5034,421696.5034,2,2,7338311.955,25
421696.5034,74989.4209,2,2,2198014.356,38
4731.5126,1333.5214,2,2,154587.9061,61
4731.5126,13335.2143,2,2,242614.4785,325
4731.5126,133352.1432,2,2,977334.8182,75
4731.5126,2371.3737,2,2,198418.7446,122
4731.5126,23713.7371,2,2,298799.7646,186
4731.5126,237137.3706,2,2,1091820.07,59
4731.5126,421.6965,2,2,194366.1823,29
4731.5126,4216.965,2,2,191931.7087,240
4731.5126,42169.6503,2,2,492034.3059,165
4731.5126,421696.5034,2,2,865420.5634,35
4731.5126,749.8942,2,2,179193.859,22
4731.5126,7498.9421,2,2,187531.3488,359
4731.5126,74989.4209,2,2,754529.6692,100
53088.4444,13335.2143,2,2,175740.1485,160
53088.4444,133352.1432,2,2,1049076.898,306
53088.4444,1333521.432,2,2,11197941.28,201
53088.4444,23713.7371,2,2,201362.6115,353
53088.4444,237137.3706,2,2,2998487.794,246
53088.4444,2371373.706,2,2,8209091.438,146
53088.4444,42169.6503,2,2,248881.5717,496
53088.4444,421696.5034,2,2,3873473.978,307
53088.4444,4216965.034,2,2,7451621.894,67
53088.4444,7498.9421,2,2,178650.3612,57
53088.4444,74989.4209,2,2,363318.0541,366
53088.4444,749894.2093,2,2,8579062.318,262
595662.1435,133352.1432,2,2,3532679.029,25
6683.4392,1333.5214,2,2,130603.9188,35
6683.4392,13335.2143,2,2,207296.4528,316
6683.4392,133352.1432,2,2,1013602.967,92
6683.4392,1333521.432,2,2,3057584.85,27
6683.4392,2371.3737,2,2,161920.6968,88
6683.4392,23713.7371,2,2,301108.2503,234
6683.4392,237137.3706,2,2,1305029.045,66
6683.4392,4216.965,2,2,152619.1399,174
6683.4392,42169.6503,2,2,496141.111,153
6683.4392,421696.5034,2,2,2082917.408,51
6683.4392,7498.9421,2,2,193058.2702,283
6683.4392,74989.4209,2,2,1001395.906,135
6683.4392,749894.2093,2,2,1767601.526,25
74989.4209,13335.2143,2,2,251237.7218,97
74989.4209,133352.1432,2,2,822768.5168,376
74989.4209,1333521.432,2,2,19905002.34,187
74989.4209,23713.7371,2,2,258069.797,305
74989.4209,237137.3706,2,2,2575262.356,281
74989.4209,2371373.706,2,2,11785006.8,168
74989.4209,42169.6503,2,2,270261.8369,451
74989.4209,421696.5034,2,2,4322100.559,318
74989.4209,4216965.034,2,2,8692216.281,83
74989.4209,74989.4209,2,2,407365.8314,451
74989.4209,749894.2093,2,2,10799488.86,258
9440.6088,1333.5214,2,2,196451.7096,23
9440.6088,13335.2143,2,2,234303.6864,320
9440.6088,133352.1432,2,2,1744619.448,111
9440.6088,1333521.432,2,2,2928897.518,28
9440.6088,2371.3737,2,2,126139.5576,63
9440.6088,23713.7371,2,2,247338.1311,296
9440.6088,237137.3706,2,2,1636850.87,93
9440.6088,4216.965,2,2,194710.8285,130
9440.6088,42169.6503,2,2,405635.5172,167
9440.6088,421696.5034,2,2,1567847.709,80
9440.6088,7498.9421,2,2,191401.0786,268
9440.6088,74989.4209,2,2,862144.0066,140
9440.6088,749894.2093,2,2,1553461.596,64
105925.3725,13335.2143,3,1,1503728.988,57
105925.3725,133352.1432,3,1,14610735.62,248
105925.3725,1333521.432,3,1,74652277.26,67
105925.3725,23713.7371,3,1,2237571.584,142
105925.3725,237137.3706,3,1,38214767.12,192
105925.3725,2371373.706,3,1,82355445.36,54
105925.3725,42169.6503,3,1,3305225.124,250
105925.3725,421696.5034,3,1,50440048.53,124
105925.3725,4216965.034,3,1,51333455.83,26
105925.3725,74989.4209,3,1,7593707.827,253
105925.3725,749894.2093,3,1,59427878.49,89
1188.5022,133.3521,3,1,454456.3689,23
1188.5022,1333.5214,3,1,172085.841,249
1188.5022,13335.2143,3,1,457670.6545,187
1188.5022,133352.1432,3,1,2124067.813,27
1188.5022,237.1374,3,1,119280.0479,33
1188.5022,2371.3737,3,1,174709.6217,558
1188.5022,23713.7371,3,1,1325768.236,108
1188.5022,421.6965,3,1,177959.9008,135
1188.5022,4216.965,3,1,202842.2667,793
1188.5022,42169.6503,3,1,1492238.294,76
1188.5022,749.8942,3,1,156647.6463,132
1188.5022,7498.9421,3,1,237889.6322,620
1188.5022,74989.4209,3,1,2648173.635,34
13335.2143,1333.5214,3,1,395807.1416,27
13335.2143,13335.2143,3,1,477887.6409,232
13335.2143,133352.1432,3,1,5502901.647,200
13335.2143,1333521.432,3,1,11860357.81,20
13335.2143,2371.3737,3,1,270932.6283,48
13335.2143,23713.7371,3,1,1020340.357,231
13335.2143,237137.3706,3,1,8501187.18,183
13335.2143,4216.965,3,1,371335.589,91
13335.2143,42169.6503,3,1,2033624.23,223
13335.2143,421696.5034,3,1,11192685.18,102
13335.2143,7498.9421,3,1,331455.7349,183
13335.2143,74989.4209,3,1,6022226.378,192
13335.2143,749894.2093,3,1,9813086.988,51
149623.5656,13335.2143,3,1,3094212.46,35
149623.5656,133352.1432,3,1,16408184.88,208
149623.5656,1333521.432,3,1,75550242.46,53
149623.5656,23713.7371,3,1,3445191.418,68
149623.5656,237137.3706,3,1,31018861.06,107
149623.5656,2371373.706,3,1,79998950.23,65
149623.5656,42169.6503,3,1,5377906.312,135
149623.5656,421696.5034,3,1,46928601.78,72
149623.5656,4216965.034,3,1,88082672.94,22
149623.5656,74989.4209,3,1,7897200.419,208
149623.5656,749894.2093,3,1,70268270.62,45
1678.804,133.3521,3,1,269139.8478,67
1678.804,1333.5214,3,1,183919.0554,293
1678.804,13335.2143,3,1,631421.7607,238
1678.804,133352.1432,3,1,2137350.638,34
1678.804,2371.3737,3,1,187484.4373,580
1678.804,23713.7371,3,1,950261.3958,144
1678.804,421.6965,3,1,170344.1033,141
1678.804,4216.965,3,1,197239.087,896
1678.804,42169.6503,3,1,2264050.653,88
1678.804,749.8942,3,1,170235.4461,120
1678.804,7498.9421,3,1,253066.3453,719
1678.804,74989.4209,3,1,2309582.003,50
18836.4909,13335.2143,3,1,478655.0197,261
18836.4909,133352.1432,3,1,6991275.564,196
18836.4909,1333521.432,3,1,29782709.74,46
18836.4909,2371.3737,3,1,307731.6819,34
18836.4909,23713.7371,3,1,756599.8181,285
18836.4909,237137.3706,3,1,12473453.07,213
18836.4909,4216.965,3,1,310958.808,68
18836.4909,42169.6503,3,1,1787863.313,258
18836.4909,421696.5034,3,1,15297408.57,145
18836.4909,7498.9421,3,1,401943.5622,180
18836.4909,74989.4209,3,1,5652294.755,213
18836.4909,749894.2093,3,1,16133606.11,73
211348.904,133352.1432,3,1,19088559.53,105
211348.904,1333521.432,3,1,77213181.2,25
211348.904,237137.3706,3,1,28914440.54,77
211348.904,2371373.706,3,1,97577736.38,35
211348.904,42169.6503,3,1,7877618.044,71
211348.904,421696.5034,3,1,39829640.18,35
211348.904,74989.4209,3,1,11275096.52,104
211348.904,749894.2093,3,1,62280793.71,23
2371.3737,133.3521,3,1,238443.2978,45
2371.3737,1333.5214,3,1,215262.3414,198
2371.3737,13335.2143,3,1,563283.0266,326
2371.3737,133352.1432,3,1,5441656.037,41
2371.3737,2371.3737,3,1,192195.7804,458
2371.3737,23713.7371,3,1,1340994.54,189
2371.3737,421.6965,3,1,158072.677,75
2371.3737,4216.965,3,1,218583.2483,681
2371.3737,42169.6503,3,1,2019997.237,127
2371.3737,749.8942,3,1,213009.7486,76
2371.3737,7498.9421,3,1,260976.7062,764
