mKate,EBFP2,gRNA,uORF,EYFP,cellCount
6683.4392,421696.5034,12,1,17387650.1,101
6683.4392,7498.9421,12,1,477433.9577,194
6683.4392,74989.4209,12,1,4320639.435,213
6683.4392,749894.2093,12,1,19520091.54,50
74989.4209,13335.2143,12,1,2962138.834,90
74989.4209,133352.1432,12,1,28531243.2,258
74989.4209,1333521.432,12,1,84853608.48,110
74989.4209,23713.7371,12,1,3447866.232,218
74989.4209,237137.3706,12,1,57778312.75,229
74989.4209,2371373.706,12,1,72827862.37,69
74989.4209,42169.6503,12,1,5368795.112,351
74989.4209,421696.5034,12,1,77679449.12,169
74989.4209,4216965.034,12,1,67677868.9,29
74989.4209,7498.9421,12,1,3668541.036,31
74989.4209,74989.4209,12,1,11483540.81,305
74989.4209,749894.2093,12,1,78888306.13,142
9440.6088,1333.5214,12,1,419523.8023,26
9440.6088,13335.2143,12,1,889283.9232,213
9440.6088,133352.1432,12,1,11034248.25,229
9440.6088,1333521.432,12,1,40058858.36,38
9440.6088,2371.3737,12,1,348791.0207,51
9440.6088,23713.7371,12,1,1649722.51,190
9440.6088,237137.3706,12,1,13069793.28,180
9440.6088,4216.965,12,1,380583.9182,83
9440.6088,42169.6503,12,1,3945988.23,204
9440.6088,421696.5034,12,1,16551533.46,145
9440.6088,7498.9421,12,1,604288.7993,156
9440.6088,74989.4209,12,1,5935479.614,211
9440.6088,749894.2093,12,1,31783261.52,92
105925.3725,13335.2143,12,2,479572.8135,127
105925.3725,133352.1432,12,2,2929060.379,499
105925.3725,1333521.432,12,2,56477031.09,192
105925.3725,23713.7371,12,2,434459.3052,399
105925.3725,237137.3706,12,2,10709907.87,420
105925.3725,2371373.706,12,2,33787743.18,148
105925.3725,42169.6503,12,2,615777.4225,679
105925.3725,421696.5034,12,2,25215631.79,442
105925.3725,4216965.034,12,2,19603993.78,91
105925.3725,7498.9421,12,2,432001.9866,34
105925.3725,74989.4209,12,2,962249.2141,720
105925.3725,749894.2093,12,2,44016409.6,372
1188.5022,1333.5214,12,2,120891.726,280
1188.5022,13335.2143,12,2,371839.5742,317
1188.5022,133352.1432,12,2,2327510.115,69
1188.5022,237.1374,12,2,121340.9763,57
1188.5022,2371.3737,12,2,135117.5719,449
1188.5022,23713.7371,12,2,644339.2121,185
1188.5022,237137.3706,12,2,5063326.506,23
1188.5022,421.6965,12,2,119581.4695,64
1188.5022,4216.965,12,2,150972.3176,760
1188.5022,42169.6503,12,2,1351172.903,147
1188.5022,749.8942,12,2,108854.0973,123
1188.5022,7498.9421,12,2,175094.9329,704
1188.5022,74989.4209,12,2,2009428.57,86
13335.2143,1333.5214,12,2,103019.104,25
13335.2143,13335.2143,12,2,272061.9553,379
13335.2143,133352.1432,12,2,3861494.763,205
13335.2143,1333521.432,12,2,11582118.09,107
13335.2143,2371.3737,12,2,166229.993,66
13335.2143,23713.7371,12,2,465891.5821,319
13335.2143,237137.3706,12,2,4958848.762,207
13335.2143,2371373.706,12,2,22496925.41,39
13335.2143,4216.965,12,2,170599.9982,127
13335.2143,42169.6503,12,2,1321922.063,262
13335.2143,421696.5034,12,2,7125209.447,211
13335.2143,749.8942,12,2,192625.5602,22
13335.2143,7498.9421,12,2,228275.0812,278
13335.2143,74989.4209,12,2,2470970.222,218
13335.2143,749894.2093,12,2,12500989.34,182
149623.5656,13335.2143,12,2,592695.4115,77
149623.5656,133352.1432,12,2,2599905.411,527
149623.5656,1333521.432,12,2,80336557.46,141
149623.5656,23713.7371,12,2,783782.5937,238
149623.5656,237137.3706,12,2,10165262.34,411
149623.5656,2371373.706,12,2,48456574.5,109
149623.5656,42169.6503,12,2,940069.3862,525
149623.5656,421696.5034,12,2,26078518.7,340
149623.5656,4216965.034,12,2,24801450.62,84
149623.5656,7498.9421,12,2,524301.8525,21
149623.5656,74989.4209,12,2,1317779.091,684
149623.5656,749894.2093,12,2,48734209.99,230
1678.804,1333.5214,12,2,142022.002,215
1678.804,13335.2143,12,2,316091.8724,360
1678.804,133352.1432,12,2,1578669.625,71
1678.804,237.1374,12,2,120731.9727,50
1678.804,2371.3737,12,2,149984.6267,385
1678.804,23713.7371,12,2,773103.4463,283
1678.804,237137.3706,12,2,5642178.778,27
1678.804,421.6965,12,2,134067.9939,48
1678.804,4216.965,12,2,156108.1057,726
1678.804,42169.6503,12,2,1257065.805,204
1678.804,749.8942,12,2,128403.8221,125
1678.804,7498.9421,12,2,188614.1256,744
1678.804,74989.4209,12,2,1946348.205,121
18836.4909,13335.2143,12,2,255707.3083,352
18836.4909,133352.1432,12,2,3875654.808,228
18836.4909,1333521.432,12,2,14309935.09,178
18836.4909,2371.3737,12,2,152838.0817,57
18836.4909,23713.7371,12,2,369647.7587,360
18836.4909,237137.3706,12,2,6451036.213,247
18836.4909,2371373.706,12,2,17388257.36,72
18836.4909,4216.965,12,2,212927.9854,116
18836.4909,42169.6503,12,2,745398.9373,253
18836.4909,421696.5034,12,2,7855857.966,279
18836.4909,7498.9421,12,2,208961.5886,254
18836.4909,74989.4209,12,2,1898741.815,199
18836.4909,749894.2093,12,2,17320795.16,260
211348.904,13335.2143,12,2,793066.1793,28
211348.904,133352.1432,12,2,3160269.844,589
211348.904,1333521.432,12,2,70564061.6,70
211348.904,23713.7371,12,2,1050511.043,100
211348.904,237137.3706,12,2,8338317.401,428
211348.904,2371373.706,12,2,57786424.57,85
211348.904,42169.6503,12,2,1314637.044,342
211348.904,421696.5034,12,2,23081689.4,224
211348.904,4216965.034,12,2,43085966.34,44
211348.904,74989.4209,12,2,1759283.764,586
211348.904,749894.2093,12,2,57395785.82,90
2371.3737,1333.5214,12,2,179536.645,124
2371.3737,13335.2143,12,2,337853.9918,422
2371.3737,133352.1432,12,2,2550349.986,96
2371.3737,237.1374,12,2,161410.4317,27
2371.3737,2371.3737,12,2,175866.1843,297
2371.3737,23713.7371,12,2,885374.92,342
2371.3737,237137.3706,12,2,2774969.219,47
2371.3737,421.6965,12,2,196278.3434,34
2371.3737,4216.965,12,2,173441.1445,523
2371.3737,42169.6503,12,2,1485801.325,248
2371.3737,421696.5034,12,2,2783923.846,29
2371.3737,749.8942,12,2,133101.736,81
2371.3737,7498.9421,12,2,215902.6484,685
2371.3737,74989.4209,12,2,1669244.136,150
26607.2506,13335.2143,12,2,265444.3276,369
26607.2506,133352.1432,12,2,5002629.868,226
26607.2506,1333521.432,12,2,16689108.1,230
26607.2506,2371.3737,12,2,241206.7301,34
26607.2506,23713.7371,12,2,303730.8346,389
26607.2506,237137.3706,12,2,8044521.074,296
26607.2506,2371373.706,12,2,17579765.85,103
26607.2506,4216.965,12,2,191355.7862,92
26607.2506,42169.6503,12,2,627817.5471,335
26607.2506,421696.5034,12,2,12318249.8,306
26607.2506,4216965.034,12,2,15787183.64,41
26607.2506,7498.9421,12,2,190632.6807,173
26607.2506,74989.4209,12,2,2458404.999,194
26607.2506,749894.2093,12,2,18435569.92,288
298538.2619,133352.1432,12,2,4707931.4,452
298538.2619,1333521.432,12,2,75123860.24,22
298538.2619,23713.7371,12,2,2722279.644,32
298538.2619,237137.3706,12,2,9219131.962,364
298538.2619,2371373.706,12,2,43614852.3,23
298538.2619,42169.6503,12,2,1639280.946,113
298538.2619,421696.5034,12,2,19506627.29,147
298538.2619,4216965.034,12,2,35304098.29,30
298538.2619,74989.4209,12,2,3118231.868,321
298538.2619,749894.2093,12,2,33745770.98,36
3349.6544,1333.5214,12,2,185857.8839,82
3349.6544,13335.2143,12,2,450735.8739,398
3349.6544,133352.1432,12,2,1715353.369,127
3349.6544,237.1374,12,2,201439.5594,24
3349.6544,2371.3737,12,2,180505.4603,176
3349.6544,23713.7371,12,2,770763.9376,341
3349.6544,237137.3706,12,2,2673973.103,70
3349.6544,421.6965,12,2,276306.1056,22
3349.6544,4216.965,12,2,212778.7506,294
3349.6544,42169.6503,12,2,1387811.472,258
3349.6544,421696.5034,12,2,10424456.11,34
3349.6544,749.8942,12,2,188376.9115,43
3349.6544,7498.9421,12,2,266928.3872,464
3349.6544,74989.4209,12,2,2255948.022,225
3349.6544,749894.2093,12,2,8026113.911,29
37583.7404,13335.2143,12,2,216248.5788,321
37583.7404,133352.1432,12,2,4476587.985,298
37583.7404,1333521.432,12,2,29079342.72,254
37583.7404,2371.3737,12,2,314129.2096,28
37583.7404,23713.7371,12,2,282432.4097,454
37583.7404,237137.3706,12,2,8788182.464,307
37583.7404,2371373.706,12,2,18064769.58,185
37583.7404,4216.965,12,2,112042.5939,52
37583.7404,42169.6503,12,2,440230.9175,416
37583.7404,421696.5034,12,2,16624456.21,358
37583.7404,4216965.034,12,2,12931407.92,66
37583.7404,7498.9421,12,2,204942.7711,139
37583.7404,74989.4209,12,2,1563741.237,255
37583.7404,749894.2093,12,2,24559639.69,275
421696.5034,133352.1432,12,2,5938028.289,212
421696.5034,237137.3706,12,2,9367715.933,199
421696.5034,42169.6503,12,2,3403330.181,43
421696.5034,421696.5034,12,2,15835560,87
421696.5034,74989.4209,12,2,3899804.486,125
421696.5034,749894.2093,12,2,21740291.53,28
4731.5126,1333.5214,12,2,192103.8025,57
4731.5126,13335.2143,12,2,452039.223,372
4731.5126,133352.1432,12,2,2411216.098,185
4731.5126,1333521.432,12,2,23907881.35,28
4731.5126,2371.3737,12,2,175531.0783,133
4731.5126,23713.7371,12,2,839043.4137,324
4731.5126,237137.3706,12,2,3448268.657,103
4731.5126,4216.965,12,2,174450.4928,211
4731.5126,42169.6503,12,2,1296752.794,297
4731.5126,421696.5034,12,2,4047961.588,58
4731.5126,749.8942,12,2,195998.8062,25
4731.5126,7498.9421,12,2,286532.7083,359
4731.5126,74989.4209,12,2,1763015.204,201
4731.5126,749894.2093,12,2,19538374.76,35
53088.4444,13335.2143,12,2,226441.4344,261
53088.4444,133352.1432,12,2,4257831.263,310
53088.4444,1333521.432,12,2,35096265.99,268
53088.4444,23713.7371,12,2,283946.8339,481
53088.4444,237137.3706,12,2,10265520.25,369
53088.4444,2371373.706,12,2,21743955.45,187
53088.4444,4216.965,12,2,216853.9471,32
53088.4444,42169.6503,12,2,450468.7747,531
53088.4444,421696.5034,12,2,20453945.71,426
53088.4444,4216965.034,12,2,15328881.64,91
53088.4444,7498.9421,12,2,223819.1624,117
53088.4444,74989.4209,12,2,1013212.819,370
53088.4444,749894.2093,12,2,25421218.8,317
595662.1435,133352.1432,12,2,5742447.94,57
595662.1435,237137.3706,12,2,10632691.32,78
595662.1435,421696.5034,12,2,14304381.78,41
595662.1435,74989.4209,12,2,7281844.104,30
6683.4392,1333.5214,12,2,219913.1994,57
6683.4392,13335.2143,12,2,354801.7025,355
6683.4392,133352.1432,12,2,2828131.49,159
6683.4392,1333521.432,12,2,18230343.72,36
6683.4392,2371.3737,12,2,183643.8547,103
6683.4392,23713.7371,12,2,751512.2131,329
6683.4392,237137.3706,12,2,3828366.922,118
6683.4392,4216.965,12,2,217078.1169,206
6683.4392,42169.6503,12,2,1615971.216,296
6683.4392,421696.5034,12,2,5306240.722,111
6683.4392,749.8942,12,2,98219.1308,24
6683.4392,7498.9421,12,2,242206.2821,312
6683.4392,74989.4209,12,2,2390651.518,217
6683.4392,749894.2093,12,2,14466922.31,73
74989.4209,13335.2143,12,2,297772.137,224
74989.4209,133352.1432,12,2,3587665.964,356
74989.4209,1333521.432,12,2,42664626.54,203
74989.4209,23713.7371,12,2,341540.7227,498
74989.4209,237137.3706,12,2,12143834.79,440
74989.4209,2371373.706,12,2,33304510.31,157
74989.4209,4216.965,12,2,180129.6528,20
74989.4209,42169.6503,12,2,454658.4493,638
74989.4209,421696.5034,12,2,21900791.17,432
74989.4209,4216965.034,12,2,21334013.34,98
74989.4209,7498.9421,12,2,232636.6392,73
74989.4209,74989.4209,12,2,900165.5392,469
74989.4209,749894.2093,12,2,40241448.46,399
9440.6088,1333.5214,12,2,119376.0142,35
9440.6088,13335.2143,12,2,312711.5259,386
9440.6088,133352.1432,12,2,3151641.821,177
9440.6088,1333521.432,12,2,15872868.52,65
9440.6088,2371.3737,12,2,172172.7378,90
9440.6088,23713.7371,12,2,602946.1397,312
9440.6088,237137.3706,12,2,3144352.389,192
9440.6088,2371373.706,12,2,20518196.38,26
9440.6088,4216.965,12,2,254028.2384,153
9440.6088,42169.6503,12,2,1439575.102,276
9440.6088,421696.5034,12,2,6947448.01,163
9440.6088,749.8942,12,2,158879.4676,26
9440.6088,7498.9421,12,2,212009.8669,333
9440.6088,74989.4209,12,2,2171884.204,258
9440.6088,749894.2093,12,2,8773151.387,111
105925.3725,13335.2143,16,1,4880565.291,38
105925.3725,133352.1432,16,1,29083298,216
105925.3725,1333521.432,16,1,90397454.63,72
105925.3725,23713.7371,16,1,5233450.969,117
105925.3725,237137.3706,16,1,53412864.31,149
105925.3725,2371373.706,16,1,108485527.7,45
105925.3725,42169.6503,16,1,6709519.672,220
105925.3725,421696.5034,16,1,80701877.53,89
105925.3725,4216965.034,16,1,89005248.32,25
105925.3725,74989.4209,16,1,13574783.91,258
105925.3725,749894.2093,16,1,86419204.96,71
1188.5022,1333.5214,16,1,137727.2895,224
1188.5022,13335.2143,16,1,506120.3141,290
1188.5022,133352.1432,16,1,9118408.662,35
1188.5022,237.1374,16,1,131980.9274,54
1188.5022,2371.3737,16,1,154687.8064,435
1188.5022,23713.7371,16,1,1749434.985,166
1188.5022,237137.3706,16,1,5963643.623,23
1188.5022,421.6965,16,1,123807.5262,62
1188.5022,4216.965,16,1,161915.0773,696
1188.5022,42169.6503,16,1,2047938.486,114
1188.5022,749.8942,16,1,142863.6461,112
1188.5022,7498.9421,16,1,220757.3088,712
1188.5022,74989.4209,16,1,3383955.44,75
13335.2143,13335.2143,16,1,671019.7409,218
13335.2143,133352.1432,16,1,12396767.7,255
13335.2143,1333521.432,16,1,40913423.35,66
13335.2143,2371.3737,16,1,355182.2141,31
13335.2143,23713.7371,16,1,1477695.706,225
13335.2143,237137.3706,16,1,20576656.53,261
13335.2143,2371373.706,16,1,33898498.52,29
13335.2143,4216.965,16,1,420678.5051,72
13335.2143,42169.6503,16,1,4325548.463,187
13335.2143,421696.5034,16,1,23945320.15,199
13335.2143,7498.9421,16,1,551336.865,152
13335.2143,74989.4209,16,1,9687420.834,246
13335.2143,749894.2093,16,1,29717235.39,159
149623.5656,133352.1432,16,1,27774059.97,153
149623.5656,1333521.432,16,1,98589757.58,44
149623.5656,23713.7371,16,1,6663745.34,39
149623.5656,237137.3706,16,1,47874220.63,86
149623.5656,2371373.706,16,1,138642652.4,44
149623.5656,42169.6503,16,1,10088995.57,96
149623.5656,421696.5034,16,1,80193291.8,42
149623.5656,4216965.034,16,1,127670009.5,21
149623.5656,74989.4209,16,1,14186449.56,165
149623.5656,749894.2093,16,1,102154258.1,31
1678.804,1333.5214,16,1,170116.7466,203
1678.804,13335.2143,16,1,548863.6632,325
1678.804,133352.1432,16,1,5305603.523,61
1678.804,237.1374,16,1,162676.338,39
1678.804,2371.3737,16,1,182138.7732,409
1678.804,23713.7371,16,1,1278045.93,212
1678.804,237137.3706,16,1,11353885.37,28
1678.804,421.6965,16,1,161745.651,39
1678.804,4216.965,16,1,182027.1548,655
1678.804,42169.6503,16,1,2165358.342,148
1678.804,421696.5034,16,1,21234538.52,24
1678.804,749.8942,16,1,134976.9959,87
1678.804,7498.9421,16,1,218673.8013,744
1678.804,74989.4209,16,1,2616931.573,108
18836.4909,13335.2143,16,1,854575.3034,263
18836.4909,133352.1432,16,1,17198951.88,296
18836.4909,1333521.432,16,1,33198116.5,113
18836.4909,2371.3737,16,1,532890.4544,31
18836.4909,23713.7371,16,1,1180901.831,249
18836.4909,237137.3706,16,1,26335827.57,271
18836.4909,2371373.706,16,1,25698567.15,40
18836.4909,4216.965,16,1,614531.933,77
18836.4909,42169.6503,16,1,3492334.484,229
18836.4909,421696.5034,16,1,34118793.8,289
18836.4909,7498.9421,16,1,540808.9217,152
18836.4909,74989.4209,16,1,10183118.96,228
18836.4909,749894.2093,16,1,39775481.75,162
211348.904,133352.1432,16,1,31593967.86,91
211348.904,1333521.432,16,1,117198571.2,26
211348.904,237137.3706,16,1,66156192.08,52
211348.904,2371373.706,16,1,118508540.7,27
211348.904,42169.6503,16,1,11621193.59,39
211348.904,421696.5034,16,1,72804853.8,23
211348.904,74989.4209,16,1,24421765.7,71
2371.3737,1333.5214,16,1,235875.4233,124
2371.3737,13335.2143,16,1,646754.0477,345
2371.3737,133352.1432,16,1,5078595.319,95
2371.3737,237.1374,16,1,125932.3612,23
2371.3737,2371.3737,16,1,194963.9116,241
2371.3737,23713.7371,16,1,1368561.11,250
2371.3737,237137.3706,16,1,10312886.35,46
2371.3737,421.6965,16,1,155197.6223,34
2371.3737,4216.965,16,1,206700.7663,410
2371.3737,42169.6503,16,1,2080179.193,184
2371.3737,421696.5034,16,1,18132385.69,32
2371.3737,749.8942,16,1,167350.2412,56
2371.3737,7498.9421,16,1,266271.2834,556
2371.3737,74989.4209,16,1,3944973.715,145
26607.2506,13335.2143,16,1,1091283.605,255
26607.2506,133352.1432,16,1,20868628.51,335
26607.2506,1333521.432,16,1,55153763.1,136
26607.2506,23713.7371,16,1,1364104.187,328
26607.2506,237137.3706,16,1,35300350.94,307
26607.2506,2371373.706,16,1,34069151.97,63
26607.2506,4216.965,16,1,967866.9135,85
26607.2506,42169.6503,16,1,3482438.775,281
26607.2506,421696.5034,16,1,43762158.92,241
26607.2506,7498.9421,16,1,864753.9937,132
26607.2506,74989.4209,16,1,10890107.92,242
26607.2506,749894.2093,16,1,42913772.76,191
298538.2619,133352.1432,16,1,30999958.6,35
298538.2619,237137.3706,16,1,53121707.07,27
298538.2619,74989.4209,16,1,19578632.76,24
3349.6544,1333.5214,16,1,253807.2845,53
3349.6544,13335.2143,16,1,651470.1586,323
3349.6544,133352.1432,16,1,5612584.069,124
3349.6544,2371.3737,16,1,257743.82,106
3349.6544,23713.7371,16,1,1372577.05,253
3349.6544,237137.3706,16,1,9682879.395,66
3349.6544,4216.965,16,1,281046.6619,198
3349.6544,42169.6503,16,1,2393402.028,203
3349.6544,421696.5034,16,1,28232496.17,46
3349.6544,749.8942,16,1,232988.6724,28
3349.6544,7498.9421,16,1,351869.3314,327
3349.6544,74989.4209,16,1,3559910.444,161
3349.6544,749894.2093,16,1,20156057.87,26
37583.7404,13335.2143,16,1,1226999.316,261
37583.7404,133352.1432,16,1,24714880.56,274
37583.7404,1333521.432,16,1,52461499.41,127
37583.7404,23713.7371,16,1,1651638.422,393
37583.7404,237137.3706,16,1,45497625.74,370
37583.7404,2371373.706,16,1,43829505.89,73
37583.7404,4216.965,16,1,844218.982,34
37583.7404,42169.6503,16,1,3291404.697,394
37583.7404,421696.5034,16,1,52976130.62,242
37583.7404,4216965.034,16,1,23401036.9,21
37583.7404,7498.9421,16,1,1355722.202,96
37583.7404,74989.4209,16,1,10307212.74,271
37583.7404,749894.2093,16,1,49068992.94,191
4731.5126,1333.5214,16,1,360898.7788,38
4731.5126,13335.2143,16,1,796992.877,235
4731.5126,133352.1432,16,1,7356935.702,154
4731.5126,2371.3737,16,1,344341.5617,56
4731.5126,23713.7371,16,1,1561907.557,224
4731.5126,237137.3706,16,1,12928749.28,117
4731.5126,4216.965,16,1,381515.1235,136
4731.5126,42169.6503,16,1,2684300.341,232
4731.5126,421696.5034,16,1,15240853.18,81
4731.5126,7498.9421,16,1,453235.3836,214
4731.5126,74989.4209,16,1,4483424.621,201
4731.5126,749894.2093,16,1,40121868.65,38
53088.4444,13335.2143,16,1,1928320.689,148
53088.4444,133352.1432,16,1,30594700.07,245
53088.4444,1333521.432,16,1,73203412.35,104
53088.4444,23713.7371,16,1,2699196.163,305
53088.4444,237137.3706,16,1,52220692.62,277
53088.4444,2371373.706,16,1,66020675.53,59
53088.4444,4216.965,16,1,1519670.495,21
53088.4444,42169.6503,16,1,4412660.265,410
53088.4444,421696.5034,16,1,59160055.7,226
53088.4444,4216965.034,16,1,53247407.95,35
53088.4444,7498.9421,16,1,1629646.94,55
53088.4444,74989.4209,16,1,10729877.39,343
53088.4444,749894.2093,16,1,63712250.87,178
6683.4392,13335.2143,16,1,639942.9297,223
6683.4392,133352.1432,16,1,9344826.611,169
6683.4392,1333521.432,16,1,29397872.64,22
6683.4392,2371.3737,16,1,480006.3559,37
6683.4392,23713.7371,16,1,1693318.166,212
6683.4392,237137.3706,16,1,14355498.21,172
6683.4392,4216.965,16,1,390444.1136,102
6683.4392,42169.6503,16,1,2847388.371,216
6683.4392,421696.5034,16,1,18304314.32,109
6683.4392,7498.9421,16,1,522622.0055,172
6683.4392,74989.4209,16,1,5196833.74,214
6683.4392,749894.2093,16,1,28794639.61,63
74989.4209,13335.2143,16,1,2728796.709,90
74989.4209,133352.1432,16,1,26820663.59,272
74989.4209,1333521.432,16,1,77859327.73,102
74989.4209,23713.7371,16,1,4135352.854,199
74989.4209,237137.3706,16,1,59423244.9,219
74989.4209,2371373.706,16,1,75099009.69,60
74989.4209,42169.6503,16,1,5601212.157,357
74989.4209,421696.5034,16,1,78397127.27,176
74989.4209,4216965.034,16,1,58725203.46,28
74989.4209,7498.9421,16,1,2374331.252,33
74989.4209,74989.4209,16,1,10222141.86,312
74989.4209,749894.2093,16,1,79817656.1,144
9440.6088,13335.2143,16,1,653423.2165,172
9440.6088,133352.1432,16,1,10292390.38,226
9440.6088,1333521.432,16,1,29197660.08,40
9440.6088,2371.3737,16,1,325311.103,58
9440.6088,23713.7371,16,1,1132919.788,190
9440.6088,237137.3706,16,1,13885134.54,205
9440.6088,4216.965,16,1,376728.2118,65
9440.6088,42169.6503,16,1,3600682.895,235
9440.6088,421696.5034,16,1,21829934.25,153
9440.6088,7498.9421,16,1,351708.9494,152
9440.6088,74989.4209,16,1,6465360.174,222
9440.6088,749894.2093,16,1,34718654.32,83
105925.3725,13335.2143,16,2,506116.2102,111
105925.3725,133352.1432,16,2,2810254.395,443
105925.3725,1333521.432,16,2,52555373.53,186
105925.3725,23713.7371,16,2,476617.797,294
105925.3725,237137.3706,16,2,9599958.75,371
105925.3725,2371373.706,16,2,42729409.95,140
105925.3725,42169.6503,16,2,644226.2943,563
105925.3725,421696.5034,16,2,27097686.93,411
105925.3725,4216965.034,16,2,25871345.79,82
105925.3725,7498.9421,16,2,306195.4495,27
105925.3725,74989.4209,16,2,1052282.892,619
105925.3725,749894.2093,16,2,46247551.86,297
1188.5022,1333.5214,16,2,138482.3717,218
1188.5022,13335.2143,16,2,330608.128,280
1188.5022,133352.1432,16,2,1754962.309,47
1188.5022,237.1374,16,2,111782.7952,47
1188.5022,2371.3737,16,2,148996.4054,365
1188.5022,23713.7371,16,2,637636.863,187
1188.5022,421.6965,16,2,154950.5745,56
1188.5022,4216.965,16,2,155437.8209,641
1188.5022,42169.6503,16,2,1278900.303,113
1188.5022,749.8942,16,2,142952.7321,101
1188.5022,7498.9421,16,2,194464.7162,589
1188.5022,74989.4209,16,2,1959729.754,70
13335.2143,1333.5214,16,2,95728.4876,21
13335.2143,13335.2143,16,2,253908.6286,252
13335.2143,133352.1432,16,2,3784009.142,180
13335.2143,1333521.432,16,2,17696359.5,99
13335.2143,2371.3737,16,2,146627.1416,50
13335.2143,23713.7371,16,2,419653.8255,270
13335.2143,237137.3706,16,2,5043664.13,220
13335.2143,2371373.706,16,2,18640887.31,28
13335.2143,4216.965,16,2,144440.059,102
13335.2143,42169.6503,16,2,1191515.034,207
13335.2143,421696.5034,16,2,9900898.856,159
13335.2143,7498.9421,16,2,191535.2934,219
13335.2143,74989.4209,16,2,1979069.937,210
13335.2143,749894.2093,16,2,10404664.33,170
149623.5656,13335.2143,16,2,827838.6382,42
149623.5656,133352.1432,16,2,2501797.503,532
149623.5656,1333521.432,16,2,63949125.07,149
149623.5656,23713.7371,16,2,778956.8509,161
149623.5656,237137.3706,16,2,8444846.106,412
149623.5656,2371373.706,16,2,49270824.09,101
149623.5656,42169.6503,16,2,952461.5597,441
149623.5656,421696.5034,16,2,22293559.65,320
149623.5656,4216965.034,16,2,29322931.02,68
149623.5656,74989.4209,16,2,1240487.03,609
149623.5656,749894.2093,16,2,54000638.33,181
1678.804,1333.5214,16,2,146015.4555,181
1678.804,13335.2143,16,2,338482.0273,334
1678.804,133352.1432,16,2,2177790.626,61
1678.804,237.1374,16,2,180175.6494,52
1678.804,2371.3737,16,2,149379.2043,353
1678.804,23713.7371,16,2,652004.067,192
1678.804,237137.3706,16,2,6960029.227,25
1678.804,421.6965,16,2,136880.9468,44
1678.804,4216.965,16,2,160830.3993,590
1678.804,42169.6503,16,2,1375784.495,171
1678.804,749.8942,16,2,139099.9375,93
1678.804,7498.9421,16,2,195558.0983,643
1678.804,74989.4209,16,2,2227167.139,103
18836.4909,13335.2143,16,2,239069.2648,300
18836.4909,133352.1432,16,2,4161418.705,193
18836.4909,1333521.432,16,2,21506641.46,167
18836.4909,2371.3737,16,2,136870.3546,30
18836.4909,23713.7371,16,2,332551.9304,332
18836.4909,237137.3706,16,2,5777782.323,236
18836.4909,2371373.706,16,2,16699885.79,80
18836.4909,4216.965,16,2,257709.7231,83
18836.4909,42169.6503,16,2,797318.3593,217
18836.4909,421696.5034,16,2,11899635.66,236
18836.4909,7498.9421,16,2,183039.6075,193
18836.4909,74989.4209,16,2,1434311.679,181
18836.4909,749894.2093,16,2,12744036.35,219
211348.904,13335.2143,16,2,1012781.052,28
211348.904,133352.1432,16,2,3310526.703,522
211348.904,1333521.432,16,2,78827590.12,79
211348.904,23713.7371,16,2,1308479.956,76
211348.904,237137.3706,16,2,8747507.96,388
211348.904,2371373.706,16,2,64994475.69,77
211348.904,42169.6503,16,2,1558067.36,282
211348.904,421696.5034,16,2,20711027.22,217
211348.904,4216965.034,16,2,27342948.88,48
211348.904,74989.4209,16,2,1915046.959,501
211348.904,749894.2093,16,2,52091037.69,101
2371.3737,1333.5214,16,2,166059.562,122
2371.3737,13335.2143,16,2,375647.3902,350
2371.3737,133352.1432,16,2,3016289.413,69
2371.3737,237.1374,16,2,175479.9673,33
2371.3737,2371.3737,16,2,175359.5802,255
2371.3737,23713.7371,16,2,657950.3192,278
2371.3737,237137.3706,16,2,5262754.701,38
2371.3737,421.6965,16,2,194554.8567,29
2371.3737,4216.965,16,2,179478.8922,404
2371.3737,42169.6503,16,2,1230281.124,169
2371.3737,421696.5034,16,2,11674020.98,24
2371.3737,749.8942,16,2,132329.32,65
2371.3737,7498.9421,16,2,207745.2793,594
2371.3737,74989.4209,16,2,1830374.856,95
26607.2506,13335.2143,16,2,201386.8998,315
26607.2506,133352.1432,16,2,3865826.732,227
26607.2506,1333521.432,16,2,22456620.5,210
26607.2506,2371.3737,16,2,136812.1752,38
26607.2506,23713.7371,16,2,244531.4372,352
26607.2506,237137.3706,16,2,6478284.612,261
26607.2506,2371373.706,16,2,14316110.83,118
26607.2506,4216.965,16,2,145716.0154,64
26607.2506,42169.6503,16,2,512753.8955,268
26607.2506,421696.5034,16,2,14944430.07,300
26607.2506,4216965.034,16,2,22502561.8,45
26607.2506,7498.9421,16,2,151493.6031,167
26607.2506,74989.4209,16,2,1956331.751,190
26607.2506,749894.2093,16,2,19770103.28,255
298538.2619,133352.1432,16,2,3935387.158,391
298538.2619,23713.7371,16,2,1899777.876,23
298538.2619,237137.3706,16,2,9814383.702,298
298538.2619,2371373.706,16,2,60282479.74,20
298538.2619,42169.6503,16,2,2631127.093,124
298538.2619,421696.5034,16,2,21368072.93,134
298538.2619,4216965.034,16,2,39469937.19,23
298538.2619,74989.4209,16,2,2670454.239,289
298538.2619,749894.2093,16,2,34981233.42,57
3349.6544,1333.5214,16,2,208387.6332,71
3349.6544,13335.2143,16,2,350344.1193,299
3349.6544,133352.1432,16,2,2382775.635,92
3349.6544,237.1374,16,2,134965.1739,23
3349.6544,2371.3737,16,2,176875.3674,147
